Zipcode,Total Students Enrolled,Median Household Income,o25_10th_grade_attained_ratio,o25_11th_grade_attained_ratio,o25_12th_grade_started_ratio,o25_high_school_completed_ratio,o25_ged_attained_ratio,o25_less_one_yr_college_ratio,o25_more_one_yr_college_ratio,o25_assoc_degree_completed_ratio,o25_bach_degree_completed_ratio,o25_masters_degree_completed_ratio,o25_professional_degree_completed_ratio,o25_doctoral_degree_completed_ratio,married ratio,female hoh ratio,male hoh ratio,non family ratio,Population Total,Population white ratio,Population black/aa ratio,Population indigenous ratio,Population asian ratio,Population haw/pac islander ratio,Population other ratio,Population mixed ratio,Population hispanic/latino ratio,School Rating,Students Per Teacher Count
91901,244.0,79859.0,0.0129593046226787,0.0243382062425918,0.0273409719478467,0.193915448439352,0.0308968787040695,0.0577637297510865,0.2425128407743974,0.0984591070723034,0.175345713156855,0.0687475306203081,0.0292374555511655,0.0112998814697747,0.644103098151523,0.2403020046862796,0.1012757094506638,0.0143191877115334,18507.0,0.7691143891500514,0.0131842005727562,0.0182633598098016,0.0110228562165667,0.0012968066137137,0.0067542011130923,0.0122115956124709,0.168152590911547,7.0,15
91901,333.0,79859.0,0.0129593046226787,0.0243382062425918,0.0273409719478467,0.193915448439352,0.0308968787040695,0.0577637297510865,0.2425128407743974,0.0984591070723034,0.175345713156855,0.0687475306203081,0.0292374555511655,0.0112998814697747,0.644103098151523,0.2403020046862796,0.1012757094506638,0.0143191877115334,18507.0,0.7691143891500514,0.0131842005727562,0.0182633598098016,0.0110228562165667,0.0012968066137137,0.0067542011130923,0.0122115956124709,0.168152590911547,6.0,24
91901,438.0,79859.0,0.0129593046226787,0.0243382062425918,0.0273409719478467,0.193915448439352,0.0308968787040695,0.0577637297510865,0.2425128407743974,0.0984591070723034,0.175345713156855,0.0687475306203081,0.0292374555511655,0.0112998814697747,0.644103098151523,0.2403020046862796,0.1012757094506638,0.0143191877115334,18507.0,0.7691143891500514,0.0131842005727562,0.0182633598098016,0.0110228562165667,0.0012968066137137,0.0067542011130923,0.0122115956124709,0.168152590911547,6.0,20
91901,387.0,79859.0,0.0129593046226787,0.0243382062425918,0.0273409719478467,0.193915448439352,0.0308968787040695,0.0577637297510865,0.2425128407743974,0.0984591070723034,0.175345713156855,0.0687475306203081,0.0292374555511655,0.0112998814697747,0.644103098151523,0.2403020046862796,0.1012757094506638,0.0143191877115334,18507.0,0.7691143891500514,0.0131842005727562,0.0182633598098016,0.0110228562165667,0.0012968066137137,0.0067542011130923,0.0122115956124709,0.168152590911547,6.0,20
91901,158.0,79859.0,0.0129593046226787,0.0243382062425918,0.0273409719478467,0.193915448439352,0.0308968787040695,0.0577637297510865,0.2425128407743974,0.0984591070723034,0.175345713156855,0.0687475306203081,0.0292374555511655,0.0112998814697747,0.644103098151523,0.2403020046862796,0.1012757094506638,0.0143191877115334,18507.0,0.7691143891500514,0.0131842005727562,0.0182633598098016,0.0110228562165667,0.0012968066137137,0.0067542011130923,0.0122115956124709,0.168152590911547,4.0,20
91902,354.0,86913.0,0.0067898906073179,0.0107129385137683,0.0179554884949075,0.1754055073557148,0.0190116937004903,0.0684270086759713,0.1726895511127876,0.0870614862316107,0.2137306676725764,0.1253866465484722,0.0276876650320633,0.0109392682006789,0.8185053380782918,0.1226389269093895,0.0588557350123186,0.0,18813.0,0.3659171849253176,0.0444905118800829,0.0009567852017222,0.0884494764258757,0.0049433902088981,0.0,0.03603890926487,0.4592037420932334,7.0,20
91902,434.0,86913.0,0.0067898906073179,0.0107129385137683,0.0179554884949075,0.1754055073557148,0.0190116937004903,0.0684270086759713,0.1726895511127876,0.0870614862316107,0.2137306676725764,0.1253866465484722,0.0276876650320633,0.0109392682006789,0.8185053380782918,0.1226389269093895,0.0588557350123186,0.0,18813.0,0.3659171849253176,0.0444905118800829,0.0009567852017222,0.0884494764258757,0.0049433902088981,0.0,0.03603890926487,0.4592037420932334,7.0,20
91902,584.0,86913.0,0.0067898906073179,0.0107129385137683,0.0179554884949075,0.1754055073557148,0.0190116937004903,0.0684270086759713,0.1726895511127876,0.0870614862316107,0.2137306676725764,0.1253866465484722,0.0276876650320633,0.0109392682006789,0.8185053380782918,0.1226389269093895,0.0588557350123186,0.0,18813.0,0.3659171849253176,0.0444905118800829,0.0009567852017222,0.0884494764258757,0.0049433902088981,0.0,0.03603890926487,0.4592037420932334,5.0,19
91906,345.0,49276.0,0.0906291245050593,0.0268367795864496,0.0431148262208535,0.2604487461504619,0.0409150901891773,0.0620325560932688,0.2041355037395512,0.0598328200615926,0.0774307083150022,0.0576330840299164,0.0061592608886933,0.0,0.3919107391910739,0.4379358437935843,0.1701534170153417,0.0,3466.0,0.6243508366993653,0.0259665320253894,0.0623196768609347,0.0118291979226774,0.0,0.0,0.0152914021927293,0.2602423542989036,5.0,22
91906,109.0,49276.0,0.0906291245050593,0.0268367795864496,0.0431148262208535,0.2604487461504619,0.0409150901891773,0.0620325560932688,0.2041355037395512,0.0598328200615926,0.0774307083150022,0.0576330840299164,0.0061592608886933,0.0,0.3919107391910739,0.4379358437935843,0.1701534170153417,0.0,3466.0,0.6243508366993653,0.0259665320253894,0.0623196768609347,0.0118291979226774,0.0,0.0,0.0152914021927293,0.2602423542989036,2.0,18
91910,928.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,9.0,26
91910,441.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,8.0,17
91910,502.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,8.0,20
91910,530.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,7.0,20
91910,1203.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,7.0,20
91910,2089.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,7.0,23
91910,1757.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,7.0,23
91910,481.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,6.0,19
91910,527.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,6.0,20
91910,1566.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,6.0,20
91910,577.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,6.0,19
91910,1180.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,6.0,23
91910,650.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,5.0,19
91910,231.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,4.0,20
91910,874.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,4.0,21
91910,1004.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,4.0,20
91910,366.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,3.0,21
91910,230.0,53890.0,0.0133364529714553,0.0194587427858368,0.0393464358134456,0.1783068164092965,0.0490563094681017,0.0662533146155046,0.1900444548432381,0.0871548900327562,0.1561378880049914,0.0591561378880049,0.0140968647636874,0.0050889096864763,0.6250995562635112,0.2491751052451928,0.1224826487655023,0.0032426897257936,77302.0,0.2320250446301518,0.0381102688158133,0.0015135442808724,0.0982510154976585,0.0036350935292747,0.00179814235078,0.0250316938759669,0.599635197019482,3.0,37
91911,387.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,19
91911,1510.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,21
91911,354.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,18
91911,335.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,20
91911,768.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,22
91911,491.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,19
91911,322.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,20
91911,576.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,19
91911,649.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,19
91911,435.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,19
91911,803.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,6.0,20
91911,264.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,5.0,17
91911,998.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,5.0,20
91911,339.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,5.0,19
91911,406.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,5.0,18
91911,1675.0,49156.0,0.0178190937718024,0.0336771444195123,0.0546452209001942,0.1988384590726528,0.0354873380725208,0.0724831708558821,0.1626534421963683,0.0824580921313144,0.1110063545339694,0.0350913582109252,0.0052043067523994,0.00205532404352,0.6217626234395379,0.2866126327557294,0.0861281907956027,0.0054965530091298,84122.0,0.1469770095813223,0.0284943296640593,0.0014264996077126,0.0656189819547799,0.0050521861106488,0.0004992748626994,0.0118161717505527,0.7401155464682247,5.0,20
